Name,Category,Rating,Rating Count,Price,Platform
Videoshop - Video Editor,Video Players & Editors,4.7,816237,0.0,Android
Tap Titans 2: Legends & Mobile Heroes Clicker Game,Games,4.6,815975,0.0,Android
Video Player All Format - XPlayer,Video Players & Editors,4.8,814490,0.0,Android
"Bible Offline App Free + Audio, KJV, Daily Verse",Books & Reference,4.9,813788,0.0,Android
From Zero to Hero: Cityman,Games,4.7,813043,0.0,Android
HiFont - Cool Fonts Text Free + Galaxy FlipFont,Personalization,3.6,813009,0.0,Android
Beat the Boss 3,Games,4.5,809739,0.0,Android
Doodle Alchemy,Games,4.6,808374,0.0,Android
Demolition Derby 2,Games,4.6,807400,0.0,Android
"1Weather :Weather Forecast, Weather Radar & Alerts",Weather,4.5,804653,0.0,Android
Free WiFi Passwords & Internet Hotspots. WiFi Map®,Productivity,4.0,802918,0.0,Android
BLOOD & GLORY,Games,3.8,799490,0.0,Android
DANA - Indonesia's Digital Wallet,Finance,4.7,798758,0.0,Android
redBus - World’s #1 Online Bus Ticket Booking App,Travel & Local,4.3,798593,0.0,Android
Bus Rush,Games,4.3,795991,0.0,Android
GO Speed (Clean Boost Free),Tools,4.7,795161,0.0,Android
Radio Online - PCRADIO,Music & Audio,4.7,794996,0.0,Android
RAR,Tools,4.4,794028,0.0,Android
Calculator Plus Free,Tools,4.7,793861,0.0,Android
Dual Space - Multiple Accounts & App Cloner,Tools,4.2,793627,0.0,Android
World Cricket Championship  Lt,Games,4.1,793117,0.0,Android
Zombie Castaways,Games,4.6,792622,0.0,Android
GasBuddy: Find and Pay for Cheap Gas and Fuel,Travel & Local,4.4,792159,0.0,Android
Flippy Knife,Games,4.2,790761,0.0,Android
Bank of America Mobile Banking,Finance,4.7,786587,0.0,Android
Google Classroom,Education,2.5,785833,0.0,Android
ICQ New Messenger App: Video Calls & Chat Rooms,Communication,4.4,782557,0.0,Android
Gacha Club,Games,4.5,781707,0.0,Android
Ana Vodafone,Productivity,4.3,780316,0.0,Android
Kite Flying - Layang Layang,Games,4.2,780155,0.0,Android
Perfect365: One-Tap Makeover,Beauty,4.3,778931,0.0,Android
"ivi - фильмы, сериалы, мультфильмы",Entertainment,4.3,777668,0.0,Android
The Walking Dead No Man's Land,Games,4.5,776634,0.0,Android
Getcontact,Communication,4.4,775512,0.0,Android
Injustice 2,Games,4.2,773978,0.0,Android
"Good Pizza, Great Pizza",Games,4.3,773276,0.0,Android
Cafeland - World Kitchen,Games,4.4,772237,0.0,Android
Puffin Web Browser,Communication,3.6,771134,0.0,Android
Vector 2,Games,4.2,768395,0.0,Android
Endomondo - Running & Walking,Health & Fitness,4.5,767282,0.0,Android
Talking Ginger 2,Entertainment,4.0,767034,0.0,Android
V LIVE,Entertainment,4.3,766523,0.0,Android
Google Lens,Tools,4.5,766258,0.0,Android
UNO!™,Games,4.1,764880,0.0,Android
"Traveloka: Book Hotel, Flight Ticket & Activities",Travel & Local,4.8,764211,0.0,Android
Let's Create! Pottery Lite,Games,4.2,763306,0.0,Android
Dungeon Hunter 5 – Action RPG,Games,3.9,762626,0.0,Android
"IMDb: Your guide to movies, TV shows, celebrities",Entertainment,4.5,762328,0.0,Android
"Pacer Pedometer: Walking, Running, Step Challenges",Health & Fitness,4.6,761648,0.0,Android
Solitaire Grand Harvest - Free Tripeaks Solitaire,Games,4.5,761312,0.0,Android
Final kick 2020 Best Online football penalty game,Games,4.3,761054,0.0,Android
VTB-Online,Finance,3.8,760624,0.0,Android
BBVA México (Bancomer Móvil),Finance,4.3,760268,0.0,Android
Zello PTT Walkie Talkie,Communication,4.4,756938,0.0,Android
LINE Launcher,Personalization,4.3,756935,0.0,Android
Multiplayer for Minecraft PE - MCPE Servers,Games,3.7,756503,0.0,Android
BitLife - Life Simulator,Games,4.2,756321,0.0,Android
Piano +,Music & Audio,4.4,756273,0.0,Android
MEGA,Productivity,3.7,755515,0.0,Android
Weather - By Xiaomi,Weather,4.7,755484,0.0,Android
لعبة كلمة السر : الجزء الثاني,Games,4.7,754446,0.0,Android
Goibibo - Hotel Car Flight IRCTC Train Bus Booking,Travel & Local,4.0,754146,0.0,Android
World at Arms,Games,4.2,754145,0.0,Android
Dreame,Books & Reference,4.4,753114,0.0,Android
Bullet Force,Games,3.9,752392,0.0,Android
Tiny Miner,Games,4.6,752338,0.0,Android
DomiNations,Games,4.1,752031,0.0,Android
Talking Pierre the Parrot,Entertainment,4.3,751890,0.0,Android
Sweet Face Camera - Face Filters for Snapchat,Photography,4.4,751729,0.0,Android
Murder in the Alps,Games,4.2,750940,0.0,Android
Mini Golf King - Multiplayer Game,Games,4.3,749924,0.0,Android
Touch VPN -Free Unlimited VPN Proxy & WiFi Privacy,Tools,4.3,749137,0.0,Android
Geometry Dash,Games,4.6,748955,1.99,Android
Gunship Strike 3D,Games,4.2,747856,0.0,Android
"Walli - 4K, HD Wallpapers & Backgrounds",Personalization,4.7,746792,0.0,Android
Turbo Dismount™,Games,4.2,746784,0.0,Android
King of Avalon: Dominion,Games,4.3,745393,0.0,Android
myVEGAS Slots - Las Vegas Casino Slot Machines,Games,4.5,745105,0.0,Android
Tom's Love Letters,Entertainment,4.0,744270,0.0,Android
BTS WORLD,Games,4.7,739376,0.0,Android
Hot Wheels: Race Off,Games,4.1,739189,0.0,Android
Covet Fashion - Dress Up Game,Games,4.1,737995,0.0,Android
Auto- Athkar for muslims,Entertainment,4.8,737129,0.0,Android
Words with Friends: Play Fun Word Puzzle Games,Games,4.2,735314,0.0,Android
Rupiah Cepat- Pinjaman Uang Tunai Kredit Dana Cash,Finance,4.5,734931,0.0,Android
SBI Card,Finance,4.3,734063,0.0,Android
Miraculous Ladybug & Cat Noir,Games,4.3,733874,0.0,Android
Bubbu – My Virtual Pet,Games,4.4,733226,0.0,Android
Cash Frenzy™ Casino – Free Slots Games,Games,4.6,732937,0.0,Android
Toca Life World: Build stories & create your world,Games,4.3,732065,0.0,Android
Turbo Stars,Games,4.4,731766,0.0,Android
June's Journey - Hidden Objects,Games,4.5,731214,0.0,Android
Mobile Security: VPN Proxy & Anti Theft Safe WiFi,Productivity,4.5,731151,0.0,Android
Kate Mobile for VK,Social,4.6,730894,0.0,Android
Brave Frontier,Games,4.4,729899,0.0,Android
Godus,Games,4.2,729095,0.0,Android
وصلة - لعبة كلمات متقاطعة,Games,4.6,728787,0.0,Android
Klondike Adventures,Games,4.4,728443,0.0,Android
Fitbit,Health & Fitness,3.7,727330,0.0,Android
Samsung Members,Tools,4.5,726230,0.0,Android
Trial Xtreme 4: Extreme Bike Racing Champions,Games,4.1,725437,0.0,Android
"Едадил — акции, скидки и кэшбэк в магазинах",Shopping,4.5,725347,0.0,Android
DuckDuckGo Privacy Browser,Tools,4.8,724963,0.0,Android
Royal Revolt 2: Tower Defense RTS & Castle Builder,Games,4.5,724602,0.0,Android
JUMIA Online Shopping,Shopping,4.1,723981,0.0,Android
Huuuge Casino Slots - Best Slot Machines,Games,4.3,723947,0.0,Android
"GO Music - Offline & online music, free MV, MP3",Music & Audio,4.1,723316,0.0,Android
Real Cricket™ 17,Games,4.2,722722,0.0,Android
"Viki: Stream Asian TV Shows, Movies, and Kdramas",Entertainment,4.2,722327,0.0,Android
"Tagged - Meet, Chat & Dating",Social,4.4,721103,0.0,Android
Ultimate Soccer - Football,Games,3.9,721099,0.0,Android
Jigty Jigsaw Puzzles,Games,4.6,720954,0.0,Android
Cooking Mama: Let's cook!,Games,4.3,720514,0.0,Android
Heroes of Order & Chaos,Games,3.6,719915,0.0,Android
ZArchiver,Tools,4.5,718862,0.0,Android
"mySF Self Care, Exclusive Deals, Rewards Smartfren",Tools,3.0,718020,0.0,Android
Talking Tom Hero Dash - Run Game,Games,4.3,717354,0.0,Android
"Viu - Korean Dramas, Variety Shows, Originals",Entertainment,4.0,717214,0.0,Android
Real Bike Racing,Games,4.1,716701,0.0,Android
Rayman Adventures,Games,4.5,716334,0.0,Android
ZEPETO,Entertainment,3.9,712950,0.0,Android
Stack Ball - Blast through platforms,Games,4.1,711402,0.0,Android
NhacCuaTui,Music & Audio,4.2,710724,0.0,Android
BOOYAH!,Entertainment,4.5,709906,0.0,Android
"Nox Security - Antivirus Master, Clean Virus, Free",Tools,4.6,709858,0.0,Android
World Chef 🍰🍔🍝🍓,Games,4.4,709407,0.0,Android
Score! Match - PvP Soccer,Games,4.2,708609,0.0,Android
Lara Croft: Relic Run,Games,4.0,707899,0.0,Android
Citibanamex Móvil,Finance,4.1,706462,0.0,Android
Perfect Kick,Games,4.4,706215,0.0,Android
Swordigo,Games,4.6,704951,0.0,Android
Stickman Soccer 2014,Games,4.4,704785,0.0,Android
Bingo Blitz™️ - Bingo Games,Games,4.5,703923,0.0,Android
U-Dictionary: Oxford Dictionary Free Now Translate,Education,4.5,703648,0.0,Android
Robbery Bob 2: Double Trouble,Games,4.4,703373,0.0,Android
Flight Simulator: Fly Plane 3D,Games,4.0,702733,0.0,Android
Let's Fish: Sport Fishing Games. Fishing Simulator,Games,4.5,702006,0.0,Android
∞ Infinity Loop ®,Games,4.6,701901,0.0,Android
Unblock Me FREE,Games,4.6,700362,0.0,Android
Boxing Star,Games,4.4,699420,0.0,Android
Bubble Blast 2,Games,4.4,699405,0.0,Android
Zombie Age 2: Survival Rules - Offline Shooting,Games,4.5,699090,0.0,Android
Waplog - Dating App to Chat & Meet New People,Social,4.4,697869,0.0,Android
İşCep - Mobile Banking,Finance,4.5,696239,0.0,Android
Dr. Parking 4,Games,4.1,695724,0.0,Android
Kotak - 811 & Mobile Banking,Finance,4.3,695688,0.0,Android
METAL SLUG DEFENSE,Games,4.0,694963,0.0,Android
"MICO: Make Friends, Live Chat and Go Live Stream",Social,4.5,694377,0.0,Android
Tastely,Food & Drink,4.5,693780,0.0,Android
Music Maker JAM - Song & Beatmaker app,Music & Audio,4.6,693331,0.0,Android
Slap Kings,Games,4.3,692181,0.0,Android
SAKURA School Simulator,Games,4.5,689974,0.0,Android
Animal Crossing: Pocket Camp,Games,4.4,689962,0.0,Android
Stick Hero,Games,4.3,689815,0.0,Android
NARUTO X BORUTO NINJA VOLTAGE,Games,4.0,689463,0.0,Android
Escape game : 50 rooms 1,Games,4.4,688743,0.0,Android
"CallApp: Caller ID, Call Blocker & Call Recorder",Communication,4.1,688699,0.0,Android
T-Mobile,Tools,4.2,688670,0.0,Android
Puppy Town - Merge & Win💰,Games,4.2,686701,0.0,Android
