Name,Category,Rating,Rating Count,Price,Platform
Block Strike,Games,4.0,1553943,0.0,Android
Jurassic World™: The Game,Games,4.1,1553744,0.0,Android
Roll the Ball® - slide puzzle,Games,4.2,1552452,0.0,Android
City Racing 3D,Games,4.4,1552225,0.0,Android
Zalo - Video Call,Communication,4.3,1551821,0.0,Android
Asphalt Nitro,Games,4.3,1550749,0.0,Android
"PicCollage - Grid, Greeting & Photo Collage Maker",Photography,4.6,1548244,0.0,Android
foodpanda - Local Food & Grocery Delivery,Food & Drink,4.4,1546704,0.0,Android
ضربة معلم - لعبة الغاز مسلية,Games,4.6,1546509,0.0,Android
Госуслуги,Tools,4.5,1544599,0.0,Android
Domino's Pizza USA,Food & Drink,4.7,1543595,0.0,Android
Mi Fit,Health & Fitness,4.4,1539882,0.0,Android
SHEIN-Fashion Shopping Online,Shopping,4.6,1534862,0.0,Android
Plenty of Fish Free Dating App,Social,3.7,1534852,0.0,Android
Super Mario Run,Games,3.7,1533886,0.0,Android
Modern Strike Online: Free PvP FPS shooting game,Games,4.3,1524216,0.0,Android
happn – Local dating app,Lifestyle,4.0,1516822,0.0,Android
Photo Effects Pro,Photography,4.5,1514876,0.0,Android
Norton Mobile Security - Antivirus & Anti-Malware,Tools,4.7,1511344,0.0,Android
몬스터 길들이기,Games,4.0,1501839,0.0,Android
"Ola, the #1 ride hailing app",Maps & Navigation,4.1,1499729,0.0,Android
MeetMe: Chat & Meet New People,Social,3.8,1494707,0.0,Android
Game of War - Fire Age,Games,3.6,1494407,0.0,Android
Dragons: Rise of Berk,Games,4.4,1488259,0.0,Android
DINO HUNTER: DEADLY SHORES,Games,4.4,1483674,0.0,Android
Bus Simulator: Original,Games,4.1,1482734,0.0,Android
ZOOM Cloud Meetings,Business,3.6,1481583,0.0,Android
Teen Patti by Octro - Indian Poker Card Game,Games,4.3,1480674,0.0,Android
Google Calendar,Productivity,4.3,1478444,0.0,Android
VLC for Android,Video Players & Editors,4.4,1476722,0.0,Android
Last Shelter: Survival,Games,4.3,1476470,0.0,Android
BYJU'S – The Learning App,Education,4.4,1468331,0.0,Android
Pool Billiards Pro,Games,4.4,1465039,0.0,Android
Rise of Kingdoms: Lost Crusade,Games,4.3,1464958,0.0,Android
Crowd City,Games,4.1,1464878,0.0,Android
Nitro Nation Drag & Drift,Games,4.5,1464798,0.0,Android
DEAD TRIGGER - Offline Zombie Shooter,Games,4.5,1464032,0.0,Android
N.O.V.A. Legacy,Games,4.0,1459642,0.0,Android
Hotspot Shield Free VPN Proxy & Secure VPN,Tools,4.1,1456965,0.0,Android
Coin Dozer: Sweepstakes,Games,4.5,1455262,0.0,Android
"Teen Patti Gold - 3 Patti, Rummy, Poker & Cricket",Games,4.5,1453491,0.0,Android
Santander Brasil,Finance,4.2,1447025,0.0,Android
"Quik – Free Video Editor for photos, clips, music",Video Players & Editors,4.7,1446062,0.0,Android
"AVG Cleaner – Junk Cleaner, Memory & RAM Booster",Productivity,4.6,1443875,0.0,Android
Brothers in Arms® 3,Games,4.3,1440422,0.0,Android
"Nox Cleaner - Booster, Optimizer, Cache Cleaner",Tools,4.6,1438678,0.0,Android
Toca Kitchen 2,Games,4.2,1438082,0.0,Android
Megapolis: city building simulator. Urban strategy,Games,4.4,1436582,0.0,Android
"PowerDirector - Video Editor App, Best Video Maker",Video Players & Editors,4.5,1435116,0.0,Android
Ice Age Adventures,Games,4.3,1427706,0.0,Android
Aarogya Setu,Health & Fitness,4.1,1424098,0.0,Android
Pirate Kings™️,Games,4.4,1421388,0.0,Android
Google News - Top world & local news headlines,News & Magazines,4.3,1417624,0.0,Android
Google Docs,Productivity,4.3,1417006,0.0,Android
Flow Free,Games,4.4,1416452,0.0,Android
MY LITTLE PONY: Magic Princess,Games,4.2,1415962,0.0,Android
Yahoo Weather,Weather,4.5,1415706,0.0,Android
Voice changer with effects,Entertainment,4.4,1415538,0.0,Android
Darkness Rises,Games,4.4,1412385,0.0,Android
OLX - Comprar e vender online com segurança,Shopping,4.4,1412163,0.0,Android
Archero,Games,4.4,1410802,0.0,Android
State of Survival: Survive the Zombie Apocalypse,Games,4.4,1410461,0.0,Android
"StarMaker: Sing free Karaoke, Record music videos",Music & Audio,4.6,1404786,0.0,Android
"BHIM UPI, Money Transfer, Recharge & Bill Payment",Finance,4.3,1402890,0.0,Android
Hunter Assassin,Games,4.2,1395605,0.0,Android
inDriver — Better than a taxi,Maps & Navigation,4.6,1384351,0.0,Android
BlockLauncher,Tools,3.2,1382889,0.0,Android
Drive Ahead!,Games,4.2,1381708,0.0,Android
"Flipboard - Latest News, Top Stories & Lifestyle",News & Magazines,4.1,1380003,0.0,Android
Hustle Castle: Medieval games in the kingdom,Games,4.2,1379951,0.0,Android
"Tripadvisor Hotel, Flight & Restaurant Bookings",Travel & Local,4.4,1378113,0.0,Android
Ace Fishing: Wild Catch,Games,4.4,1373155,0.0,Android
"AZ Screen Recorder - Video Recorder, Livestream",Video Players & Editors,4.5,1365257,0.0,Android
OneFootball - Soccer Scores,Games,4.7,1362133,0.0,Android
2048 Number puzzle game,Games,4.3,1362112,0.0,Android
"Learn Languages with Memrise - Spanish, French",Education,4.6,1360529,0.0,Android
House of Fun™️: Free Slots & Casino Slots Machines,Games,4.5,1359951,0.0,Android
Choices: Stories You Play,Games,4.4,1359833,0.0,Android
PK XD - Explore and Play with your Friends!,Games,4.3,1358320,0.0,Android
Flick Shoot 2,Games,4.5,1357781,0.0,Android
Poweramp Music Player (Trial),Music & Audio,4.4,1353265,0.0,Android
"Android Auto - Google Maps, Media & Messaging",Auto & Vehicles,4.2,1351011,0.0,Android
World Series of Poker WSOP Free Texas Holdem Poker,Games,4.4,1349372,0.0,Android
LINE BROWN FARM,Games,4.3,1348058,0.0,Android
Tomb of the Mask,Games,4.3,1346410,0.0,Android
Tap Titans,Games,4.8,1344347,0.0,Android
Brightest Flashlight Free ®,Tools,4.5,1339290,0.0,Android
Driving School 2016,Games,4.3,1338638,0.0,Android
JW Library,Books & Reference,4.8,1335693,0.0,Android
My Singing Monsters,Games,4.6,1331566,0.0,Android
صلاتك Salatuk (Prayer time),Lifestyle,4.7,1324274,0.0,Android
Sand Balls - Puzzle Game,Games,4.2,1322746,0.0,Android
Kode,Tools,4.2,1321852,0.0,Android
PPSSPP - PSP emulator,Games,4.3,1318506,0.0,Android
Empire: Four Kingdoms | Medieval Strategy MMO,Games,4.1,1314927,0.0,Android
Boomerang from Instagram,Photography,4.4,1313831,0.0,Android
Johnny Trigger - Action Shooting Game,Games,4.3,1312104,0.0,Android
YouTube Kids,Entertainment,4.3,1311314,0.0,Android
AirBrush: Easy Photo Editor,Photography,4.7,1310127,0.0,Android
Tank Stars,Games,4.1,1309599,0.0,Android
Blossom Blast Saga,Games,4.5,1308924,0.0,Android
Weather by WeatherBug: Live Radar Map & Forecast,Weather,4.7,1307501,0.0,Android
Dailyhunt - 100% Indian App for News & Videos,News & Magazines,4.2,1299957,0.0,Android
Rise Up,Games,3.7,1296552,0.0,Android
"IRCTC Train Booking, PNR Status, Running Status",Travel & Local,4.4,1296049,0.0,Android
Racing in Car,Games,4.3,1293301,0.0,Android
Cricbuzz - Live Cricket Scores & News,Games,4.4,1291420,0.0,Android
Hola Free VPN Proxy Unblocker,Tools,4.4,1289555,0.0,Android
Survivalcraft Demo,Games,3.9,1285957,0.0,Android
MomentCam Cartoons & Stickers,Photography,4.2,1283285,0.0,Android
Snapseed,Photography,4.5,1281438,0.0,Android
Rappi,Food & Drink,4.6,1280347,0.0,Android
SNOW,Photography,4.2,1279347,0.0,Android
The Sims™ Mobile,Games,4.1,1277665,0.0,Android
Shopee 12.12 Christmas Sale,Shopping,4.8,1275489,0.0,Android
Street Racing 3D,Games,4.3,1274343,0.0,Android
"GO Security－AntiVirus, AppLock, Booster",Tools,4.7,1272612,0.0,Android
Clumsy Ninja,Games,4.3,1271891,0.0,Android
The Walking Dead: Season One,Games,4.5,1268100,0.0,Android
Life360: Family Locator & GPS Tracker for Safety,Lifestyle,4.4,1267804,0.0,Android
Escape Titanic,Games,4.5,1264433,0.0,Android
ASKfm - Ask Me Anonymous Questions,Social,4.1,1261824,0.0,Android
Yandex.Navigator,Travel & Local,4.5,1260641,0.0,Android
King of Thieves,Games,4.4,1256251,0.0,Android
Nova Launcher,Personalization,4.5,1253674,0.0,Android
Piano Free - Keyboard with Magic Tiles Music Games,Games,4.1,1242338,0.0,Android
Okey Plus,Games,4.4,1236043,0.0,Android
BookMyShow - Movie Tickets & Live Events,Entertainment,4.3,1231025,0.0,Android
Speedtest by Ookla,Tools,4.4,1226700,0.0,Android
Castle Crush: Epic Battle - Free Strategy Games,Games,4.4,1225478,0.0,Android
Drift Max Pro - Car Drifting Game with Racing Cars,Games,4.5,1225069,0.0,Android
"OfficeSuite - Office, PDF, Word, Excel, PowerPoint",Business,4.2,1224420,0.0,Android
Wrestling Revolution 3D,Games,4.1,1223919,0.0,Android
Throne Rush,Games,4.5,1221599,0.0,Android
Bad Piggies,Games,4.4,1220812,0.0,Android
JAUMO Dating – Flirt With Local Singles,Social,4.4,1218847,0.0,Android
Microsoft Launcher,Personalization,4.6,1217278,0.0,Android
Diamond Digger Saga,Games,4.5,1214314,0.0,Android
Talking Tom & Ben News,Entertainment,4.5,1214016,0.0,Android
My Talking Tom Friends,Games,4.4,1211561,0.0,Android
Skater Boy,Games,4.4,1208398,0.0,Android
Weather & Radar USA - Severe weather alerts,Weather,4.5,1207586,0.0,Android
Pixlr – Free Photo Editor,Photography,4.3,1204316,0.0,Android
Creative Destruction,Games,4.2,1194684,0.0,Android
"Vault - Hide Pics & Videos, App Lock, Free Backup",Business,4.4,1191647,0.0,Android
MovieStarPlanet,Games,3.8,1186688,0.0,Android
Tubi - Free Movies & TV Shows,Entertainment,4.6,1184876,0.0,Android
Robbery Bob,Games,4.4,1183592,0.0,Android
"SKOUT - Meet, Chat, Go Live",Social,4.1,1183199,0.0,Android
"Cash, Inc. Money Clicker Game & Business Adventure",Games,4.6,1180752,0.0,Android
Fishing Clash,Games,4.6,1179202,0.0,Android
Partymasters - Fun Idle Game,Games,4.0,1177898,0.0,Android
Scatter Slots - Las Vegas Casino Game 777 Online,Games,4.6,1177146,0.0,Android
"MAPS.ME – Offline maps, travel guides & navigation",Travel & Local,4.6,1175794,0.0,Android
Modern Sniper,Games,4.2,1175614,0.0,Android
"Axis Mobile- Fund Transfer,UPI,Recharge & Payment",Finance,4.6,1174718,0.0,Android
Mobizen Screen Recorder for SAMSUNG,Video Players & Editors,4.2,1171141,0.0,Android
Video Maker for YouTube - Video.Guru,Video Players & Editors,4.8,1169634,0.0,Android
RAID: Shadow Legends,Games,4.2,1169127,0.0,Android
Mail.ru - Email App,Communication,4.5,1168212,0.0,Android
Geek - Smarter Shopping,Shopping,4.5,1167337,0.0,Android
Indeed Job Search,Business,4.4,1165970,0.0,Android
LINE Pokopang - POKOTA's puzzle swiping game!,Games,4.0,1165420,0.0,Android
Soul Knight,Games,4.6,1158135,0.0,Android
Run Race 3D,Games,4.0,1157356,0.0,Android
Bomber Friends,Games,4.3,1156224,0.0,Android
Basketball Stars,Games,4.3,1155469,0.0,Android
Cisco Webex Meetings,Business,4.1,1155402,0.0,Android
Benji Bananas,Games,4.4,1155015,0.0,Android
"Freecharge - Recharges & Bills, Mutual Funds, UPI",Finance,4.0,1154458,0.0,Android
"Z Camera - Photo Editor, Beauty Selfie, Collage",Photography,4.6,1153796,0.0,Android
ibis Paint X,Art & Design,4.6,1152530,0.0,Android
"ooVoo Video Calls, Messaging & Stories",Social,4.3,1152370,0.0,Android
Galaxy Wearable (Samsung Gear),Tools,4.5,1147785,0.0,Android
VSCO: Photo & Video Editor,Photography,4.2,1145444,0.0,Android
Vegas Crime Simulator,Games,4.1,1143421,0.0,Android
Drift هجولة,Games,4.4,1141448,0.0,Android
Nebulous.io,Games,4.3,1140519,0.0,Android
Vine,Video Players & Editors,4.0,1138595,0.0,Android
Akulaku — Shop On Installment Without Credit Card,Shopping,4.2,1138272,0.0,Android
Bubble Shooter: Panda Pop!,Games,4.6,1137644,0.0,Android
Anti-virus Dr.Web Light,Tools,4.6,1137437,0.0,Android
Groovepad - Music & Beat Maker,Music & Audio,4.7,1137260,0.0,Android
101-in-1 Games,Games,4.5,1132833,0.0,Android
"Adobe Scan: PDF Scanner with OCR, PDF Creator",Business,4.7,1128455,0.0,Android
Magic Rush: Heroes,Games,4.4,1126272,0.0,Android
Draw Something Classic,Games,4.2,1125900,0.0,Android
aquapark.io,Games,4.0,1123923,0.0,Android
Live Hold’em Pro Poker - Free Casino Games,Games,4.2,1121287,0.0,Android
Farm Heroes Super Saga,Games,4.5,1119310,0.0,Android
Payback 2 - The Battle Sandbox,Games,4.4,1116820,0.0,Android
Trials Frontier,Games,4.3,1115230,0.0,Android
Hooked Inc: Fisher Tycoon,Games,4.5,1114569,0.0,Android
Samsung Health,Health & Fitness,4.0,1111553,0.0,Android
Anger of stick 5 : zombie,Games,4.3,1111524,0.0,Android
Hide Online - Hunters vs Props,Games,4.6,1111005,0.0,Android
Cut the Rope: Time Travel,Games,4.6,1104504,0.0,Android
VPN Free - Betternet Hotspot VPN & Private Browser,Tools,4.2,1103258,0.0,Android
Naukri.com Job Search App: Search jobs on the go!,Business,4.4,1102008,0.0,Android
Manor Cafe,Games,4.5,1101640,0.0,Android
Google Keep - Notes and Lists,Productivity,4.4,1100658,0.0,Android
Papa Pear Saga,Games,4.5,1097988,0.0,Android
Ludo Club - Fun Dice Game,Games,4.3,1097615,0.0,Android
Grab Driver,Maps & Navigation,3.7,1095962,0.0,Android
Shopee MY 12.12 Birthday Sale,Shopping,4.8,1092087,0.0,Android
"Careem - Rides, Food, Shops, Delivery & Payments",Maps & Navigation,4.3,1091854,0.0,Android
KIM KARDASHIAN: HOLLYWOOD,Games,4.3,1089845,0.0,Android
Bike Racing 3D,Games,4.1,1089492,0.0,Android
Magisto - Video Editor & Music Slideshow Maker,Video Players & Editors,3.9,1089108,0.0,Android
YouTube Studio,Video Players & Editors,4.4,1087247,0.0,Android
3D Tennis,Games,4.2,1086282,0.0,Android
My Story: Choose Your Own Path,Games,3.9,1085969,0.0,Android
Euro Truck Evolution (Simulator),Games,4.0,1084155,0.0,Android
Intro Maker - music intro video editor,Video Players & Editors,4.6,1084011,0.0,Android
CarX Drift Racing,Games,4.5,1082332,0.0,Android
"Mobile Security, Antivirus & Cleaner by Lookout",Tools,4.6,1075699,0.0,Android
Cookie Jam™ Match 3 Games | Connect 3 or More,Games,4.5,1075142,0.0,Android
Morning Alarm Clock for Free - Alarmy,Productivity,4.6,1072758,0.0,Android
Santander Way,Finance,4.3,1070666,0.0,Android
"Pi Music Player - Free Music Player, YouTube Music",Music & Audio,4.7,1070255,0.0,Android
My Talking Hank,Games,4.3,1069494,0.0,Android
"Audible: audiobooks, podcasts & audio stories",Books & Reference,4.5,1069005,0.0,Android
DoorDash - Food Delivery,Food & Drink,4.6,1065572,0.0,Android
Paint By Number - Coloring Book & Color by Number,Games,4.5,1065012,0.0,Android
Zombie Roadkill 3D,Games,4.3,1063855,0.0,Android
Yapı Kredi Mobile,Finance,4.8,1062138,0.0,Android
War Machines: Tank Battle - Army & Military Games,Games,4.1,1060560,0.0,Android
Pyramid Solitaire Saga,Games,4.6,1059967,0.0,Android
Pregnancy Tracker + Countdown to Baby Due Date,Parenting,4.8,1058698,0.0,Android
Capital One® Mobile,Finance,4.6,1055631,0.0,Android
Just Dance Now,Games,3.9,1055425,0.0,Android
"Pregnancy + | tracker app, week by week in 3D",Parenting,4.8,1054790,0.0,Android
Hole.io,Games,4.1,1053508,0.0,Android
DRAGON BALL LEGENDS,Games,4.5,1053276,0.0,Android
Hero Wars – Hero Fantasy Multiplayer Battles,Games,4.5,1049578,0.0,Android
Merge Dragons!,Games,4.5,1049556,0.0,Android
adidas Running App by Runtastic - Run Tracker,Health & Fitness,4.6,1049522,0.0,Android
Toolbox for Minecraft: PE,Tools,3.8,1048103,0.0,Android
Hidden City: Hidden Object Adventure,Games,4.3,1047630,0.0,Android
Lep's World 2 🍀🍀,Games,4.3,1040192,0.0,Android
Jellipop Match-Decorate your dream island！,Games,4.4,1038003,0.0,Android
Kaave - Coffee Cup Readings,Entertainment,4.6,1036426,0.0,Android
Punch Boxing 3D,Games,4.3,1035008,0.0,Android
Airbnb,Travel & Local,4.6,1032842,0.0,Android
Angry Gran Run - Running Game,Games,4.4,1031605,0.0,Android
Game of Warriors,Games,4.5,1030035,0.0,Android
LOVOO ®,Social,4.0,1026400,0.0,Android
"Clue: Period Tracker, Ovulation, Cycle & Pregnancy",Health & Fitness,4.7,1025813,0.0,Android
DRAGON BALL Z DOKKAN BATTLE,Games,4.6,1023283,0.0,Android
Audiomack: Download New Music Offline Free,Music & Audio,4.6,1022352,0.0,Android
Deer Hunter 2018,Games,4.0,1020563,0.0,Android
Brainly – The Homework App,Education,4.3,1015638,0.0,Android
Real Cricket™ 20,Games,4.1,1007911,0.0,Android
Family Guy The Quest for Stuff,Games,3.9,1006838,0.0,Android
Google Pay (old app),Finance,4.2,1006780,0.0,Android
PES CLUB MANAGER,Games,4.0,1005684,0.0,Android
Magic Piano by Smule,Music & Audio,4.2,1005047,0.0,Android
Sniper Fury: Online 3D FPS & Sniper Shooter Game,Games,4.1,1002287,0.0,Android
Moovit: Timing & Navigation for all Transit Types,Maps & Navigation,4.5,1001945,0.0,Android
Nike Run Club,Health & Fitness,4.6,1001103,0.0,Android
Samsung Push Service,Communication,4.2,1000307,0.0,Android
Sea Battle 2,Games,4.7,1000215,0.0,Android
Indy Cat for VK,Games,4.9,999668,0.0,Android
Angry Birds Friends,Games,4.1,999459,0.0,Android
Sticker.ly - Sticker Maker & WhatsApp Status Video,Tools,4.6,998094,0.0,Android
Lep's World 🍀,Games,4.3,997892,0.0,Android
FRONTLINE COMMANDO 2,Games,4.5,996308,0.0,Android
Amazon Kindle,Books & Reference,4.0,995482,0.0,Android
"Anghami - Play, discover & download new music",Music & Audio,4.5,993639,0.0,Android
My Boo - Your Virtual Pet Game,Games,4.6,992380,0.0,Android
MOD-MASTER for Minecraft PE (Pocket Edition) Free,Tools,4.3,991708,0.0,Android
The Sims™ FreePlay,Games,4.1,990241,0.0,Android
APUS Message Center—Intelligent management,Tools,4.5,988657,0.0,Android
Lucky Day - Win Real Rewards,Games,3.9,986209,0.0,Android
Geometry Dash World,Games,4.3,984785,0.0,Android
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",Tools,4.7,983952,0.0,Android
REAL DRUM: Electronic Drum Set,Music & Audio,4.3,982986,0.0,Android
Growtopia,Games,3.5,980623,0.0,Android
Shooting World - Gun Fire,Games,4.6,980341,0.0,Android
MapFactor Navigator - GPS Navigation Maps,Maps & Navigation,4.6,979938,0.0,Android
Block City Wars: Pixel Shooter with Battle Royale,Games,4.1,978075,0.0,Android
Paradise Island,Games,4.3,977175,0.0,Android
Alibaba.com - Leading online B2B Trade Marketplace,Shopping,4.4,976753,0.0,Android
Can You Escape,Games,4.3,974797,0.0,Android
Google Home,Lifestyle,4.0,971250,0.0,Android
365Scores: Live Scores & Sports News,Games,4.6,968964,0.0,Android
Design Home: House Renovation,Games,4.2,968228,0.0,Android
Credit Karma - Free Credit Scores & Reports,Finance,4.6,965694,0.0,Android
Battlelands Royale,Games,4.0,964845,0.0,Android
Kill Shot,Games,4.4,963311,0.0,Android
WordBrain - Free classic word puzzle game,Games,4.4,958570,0.0,Android
Vikings: War of Clans,Games,4.4,957709,0.0,Android
Google Meet - Secure Video Meetings,Business,3.3,955977,0.0,Android
Lep's World 3 🍀🍀🍀,Games,4.4,954240,0.0,Android
FGTS,Finance,4.3,954018,0.0,Android
"C launcher:DIY themes,hide apps,wallpapers,2020",Personalization,4.5,952201,0.0,Android
FastSave for Instagram,Social,4.1,948614,0.0,Android
Yandex,Tools,4.5,944675,0.0,Android
"BiP – Messaging, Voice and Video Calling",Communication,4.4,944610,0.0,Android
Funimate: Video Editor & Music Clip Star Effects,Video Players & Editors,4.4,944402,0.0,Android
Layout from Instagram: Collage,Photography,4.4,942488,0.0,Android
세븐나이츠,Games,3.8,942355,0.0,Android
Xbox,Entertainment,3.3,940716,0.0,Android
edjing Mix - Free Music DJ app,Music & Audio,4.4,940484,0.0,Android
"Alarm Clock Xtreme: Alarm, Reminders, Timer (Free)",Productivity,4.3,937774,0.0,Android
Smurfs' Village,Games,4.5,936946,0.0,Android
Shopee: 12.12 Birthday Sale,Shopping,4.6,936729,0.0,Android
Dan the Man: Action Platformer,Games,4.5,935307,0.0,Android
Forge of Empires: Build your City,Games,4.3,933187,0.0,Android
Tower of Saviors,Games,4.1,932661,0.0,Android
Arena of Valor: 5v5 Arena Game,Games,3.6,932598,0.0,Android
Instasize: Photo Editor + Picture Collage Maker,Photography,4.3,930610,0.0,Android
Dictionary.com English Word Meanings & Definitions,Books & Reference,4.5,930210,0.0,Android
Happy Mall Story: Sim Game,Games,4.6,928684,0.0,Android
Legacy of Discord-FuriousWings,Games,4.2,927933,0.0,Android
"2GIS: directory, map, navigator without internet",Travel & Local,4.4,922664,0.0,Android
CodyCross: Crossword Puzzles,Games,4.4,921902,0.0,Android
Clean Road,Games,4.2,920075,0.0,Android
Zombie Smasher,Games,4.4,919856,0.0,Android
ShareMe  - #1 file sharing & data transfer app,Tools,4.6,919784,0.0,Android
LINE PLAY - Our Avatar World,Social,3.8,919506,0.0,Android
Happy Glass,Games,3.8,918435,0.0,Android
Reverse Movie FX - magic video,Video Players & Editors,4.5,917299,0.0,Android
Transparent clock & weather - forecast & radar,Weather,4.6,915717,0.0,Android
Banco PagBank PagSeguro com Conta Digital Grátis,Finance,4.6,913236,0.0,Android
My Dolphin Show,Games,4.4,911881,0.0,Android
"No.Pix - Color by Number, Pixel Art Coloring Book",Entertainment,4.7,911806,0.0,Android
Tantan,Social,4.1,910318,0.0,Android
Yandex Go — taxi and delivery,Maps & Navigation,4.6,909906,0.0,Android
Samsung Pay,Lifestyle,4.6,908881,0.0,Android
aa,Games,4.2,904124,0.0,Android
Scary Teacher 3D,Games,4.2,901890,0.0,Android
Green Farm 3,Games,4.1,901846,0.0,Android
Lily’s Garden,Games,4.6,899124,0.0,Android
Mobile Strike,Games,3.6,898473,0.0,Android
"Karaoke - Sing Karaoke, Unlimited Songs",Music & Audio,4.0,897165,0.0,Android
CSR Classics,Games,4.6,897142,0.0,Android
Swift WiFi - Free WiFi Hotspot Portable,Travel & Local,4.3,894862,0.0,Android
Head Football LaLiga 2021 - Skills Soccer Games,Games,4.2,894687,0.0,Android
PhotoDirector Photo Editor: Edit & Create Stories,Photography,4.6,890178,0.0,Android
Dailymotion - the home for videos that matter,Entertainment,4.3,889375,0.0,Android
Rope Hero: Vice Town,Games,4.2,889352,0.0,Android
The Secret Society - Hidden Objects Mystery,Games,4.4,888059,0.0,Android
"Egg, Inc.",Games,4.6,887392,0.0,Android
BMX Boy,Games,4.3,885861,0.0,Android
Revolut - Get more from your money,Finance,4.7,882193,0.0,Android
Two Dots,Games,4.4,881142,0.0,Android
Jackpot Party Casino Games: Spin FREE Casino Slots,Games,4.5,880395,0.0,Android
MakeMyTrip-Flight Hotel Bus Cab IRCTC Rail Booking,Travel & Local,4.1,879924,0.0,Android
File Commander - File Manager & Free Cloud,Business,4.3,879912,0.0,Android
Wordscapes,Games,4.6,879399,0.0,Android
OfferUp: Buy. Sell. Letgo. Mobile marketplace,Shopping,4.1,878982,0.0,Android
Kritika: The White Knights,Games,4.3,877939,0.0,Android
Real Football,Games,3.7,874821,0.0,Android
Bloons TD Battles,Games,4.3,874250,0.0,Android
SoundHound - Music Discovery & Lyrics,Music & Audio,4.5,873819,0.0,Android
Weather Live,Weather,4.4,873727,0.0,Android
Last Empire - War Z: Strategy,Games,4.0,873441,0.0,Android
DNS Changer | Mobile Data & WiFi | IPv4 & IPv6,Tools,4.5,873052,0.0,Android
"Crisis Action: 5th Year Anniv, win rare weapons!",Games,3.9,871269,0.0,Android
Soccer Star 2020 Top Leagues: Play the SOCCER game,Games,4.1,869407,0.0,Android
PlayStation App,Entertainment,4.2,869051,0.0,Android
Shakes and Fidget,Games,4.7,867912,0.0,Android
BombSquad,Games,4.4,866725,0.0,Android
Bus Simulator : Ultimate,Games,4.3,866516,0.0,Android
BCA mobile,Finance,4.5,866237,0.0,Android
Prisma Photo Editor,Photography,4.5,866118,0.0,Android
Farming Simulator 14,Games,4.2,865354,0.0,Android
Mafia City,Games,3.8,864964,0.0,Android
Pirate Treasures - Gems Puzzle,Games,4.5,864946,0.0,Android
Stickman Warriors,Games,4.2,864636,0.0,Android
MP3 Cutter and Ringtone Maker♫,Music & Audio,4.2,862555,0.0,Android
MakeupPlus - Your Own Virtual Makeup Artist,Photography,4.4,862326,0.0,Android
Steam,Entertainment,4.0,861060,0.0,Android
RPG Toram Online - MMORPG,Games,4.5,859438,0.0,Android
ESET Mobile Security & Antivirus,Tools,4.8,858898,0.0,Android
Flip Diving,Games,4.5,857291,0.0,Android
Colorfy: Adult Coloring Book - Free Style Color,Entertainment,4.0,856790,0.0,Android
Rodeo Stampede: Sky Zoo Safari,Games,4.3,856117,0.0,Android
Airport City,Games,4.0,855772,0.0,Android
Adobe Lightroom - Photo Editor & Pro Camera,Photography,4.3,855759,0.0,Android
Idle Heroes,Games,4.5,854060,0.0,Android
Jigsaw Puzzles - Puzzle Game,Games,4.5,851804,0.0,Android
Narrator's Voice,Entertainment,4.6,849939,0.0,Android
Google Sheets,Productivity,4.3,849738,0.0,Android
Save The Girl,Games,3.8,848983,0.0,Android
Genshin Impact,Games,4.5,848854,0.0,Android
Littlest Pet Shop,Games,4.2,847262,0.0,Android
Trendyol - Online Alışveriş,Shopping,4.5,846549,0.0,Android
Vodafone Yanımda,Tools,3.0,846519,0.0,Android
TextNow: Free Texting & Calling App,Communication,4.4,845206,0.0,Android
Google Find My Device,Tools,4.4,844258,0.0,Android
PAC-MAN,Games,4.0,843098,0.0,Android
Alien Creeps TD - Epic tower defense,Games,4.4,842216,0.0,Android
Cooking Diary®: Best Tasty Restaurant & Cafe Game,Games,4.5,841868,0.0,Android
Nimo TV - Live Game Streaming,Entertainment,4.4,840004,0.0,Android
BitTorrent®- Torrent Downloads,Video Players & Editors,4.5,839286,0.0,Android
Mi Music,Music & Audio,4.9,836981,0.0,Android
PLAYit - A New All-in-One Video Player,Video Players & Editors,4.5,835120,0.0,Android
"Quikr – Search Jobs, Mobiles, Cars, Home Services",Shopping,4.2,834106,0.0,Android
Hitman Sniper,Games,4.4,834028,0.99,Android
Cookie Run: OvenBreak - Endless Running Platformer,Games,4.4,833038,0.0,Android
Free Music MP3 Player(Download LITE,Music & Audio,4.5,831414,0.0,Android
Bid Wars: Pawn Empire - Storage Auction Simulator,Games,4.3,831211,0.0,Android
Tennis Clash: 1v1 Free Online Sports Game,Games,4.2,831199,0.0,Android
Vainglory,Games,3.7,828728,0.0,Android
Jungle Heat: War of Clans,Games,4.2,827987,0.0,Android
FRAG Pro Shooter,Games,4.4,827960,0.0,Android
"sahibinden.com: Emlak,Araba,Alışveriş ve Diğerleri",Shopping,4.4,826913,0.0,Android
Bad Piggies HD,Games,4.3,826591,0.0,Android
Drum Pad Machine - Beat Maker & Music Maker,Music & Audio,4.4,820043,0.0,Android
My Idea-Recharge and Payments,Productivity,3.2,819930,0.0,Android
Real Gangster Crime,Games,4.1,819162,0.0,Android
Top Speed: Drag & Fast Racing,Games,4.6,819048,0.0,Android
FINAL FANTASY  BRAVE EXVIUS,Games,4.2,817802,0.0,Android
Advanced Download Manager & Torrent downloader,Tools,4.4,816632,0.0,Android
Microsoft OneNote: Save Ideas and Organize Notes,Productivity,4.3,816607,0.0,Android
