Name,Rating,Rating Count,Price,Category,Platform
PLANK!,4.5,153728,0.0,Games,iOS
Rokie - Roku Remote,4.5,153575,0.0,Utilities,iOS
NYC Pay or Dispute,4.5,153303,0.0,Finance,iOS
Wooden Labyrinth 3D Free,3.5,153141,0.0,Games,iOS
Whataburger,5.0,152979,0.0,Food & Drink,iOS
Remitly: Transfer Money Abroad,5.0,152026,0.0,Finance,iOS
Simply Piano by JoyTunes,4.5,152019,0.0,Education,iOS
Soccer Stars - online football,4.5,151932,0.0,Games,iOS
Bingo Blitz™ - Bingo Games,4.5,151520,0.0,Games,iOS
Cookie Jam Blast™ Match 3 Game,4.5,150840,0.0,Games,iOS
Sand Balls,4.5,150604,0.0,Games,iOS
Archero,4.5,150592,0.0,Games,iOS
Iron Force,5.0,149976,0.0,Games,iOS
Disney Crossy Road,4.5,149897,0.0,Games,iOS
Wingstop,5.0,149855,0.0,Food & Drink,iOS
Drive and Park,4.5,149277,0.0,Games,iOS
Capital One CreditWise,5.0,149052,0.0,Finance,iOS
"7-Eleven, Inc.",5.0,148850,0.0,Food & Drink,iOS
Ball Mayhem,4.5,148730,0.0,Games,iOS
Magic Piano by Smule,4.0,148686,0.0,Music,iOS
Angry Birds POP!,4.5,148627,0.0,Games,iOS
Cooking Madness-Kitchen Frenzy,5.0,148556,0.0,Games,iOS
Bolt Browser and Documents,5.0,148314,0.0,Productivity,iOS
Cartoon Wars Lite,4.0,148041,0.0,Games,iOS
Splice - Video Editor & Maker,4.5,147931,0.0,Photo & Video,iOS
Google Classroom,4.5,147594,0.0,Education,iOS
Fios TV,4.5,147257,0.0,Entertainment,iOS
Geometry Dash Meltdown,4.5,147028,0.0,Games,iOS
Sex Jokes Free,3.0,146797,0.0,Entertainment,iOS
Solitaire  ‏‏‎‎‎‎ ‏‏‎‎‎‎,4.5,146455,0.0,Games,iOS
Slingshot Cowboy,2.5,145962,0.0,Games,iOS
Racing Penguin: Slide and Fly!,4.5,145706,0.0,Games,iOS
Stash: Invest. Bank. Save,4.5,145559,0.0,Finance,iOS
AroundMe,3.5,145360,0.0,Lifestyle,iOS
Emoji Me Animated Faces,4.5,145336,0.0,Entertainment,iOS
Night Sky,4.5,145248,0.0,Reference,iOS
Celebrity Guess: Icon Pop Quiz,4.5,145203,0.0,Games,iOS
PapiJump,3.5,144078,0.0,Games,iOS
Push'em all,4.5,143846,0.0,Games,iOS
Jurassic Park™ Builder,4.5,143427,0.0,Games,iOS
Classic Slots - Casino Games,5.0,142991,0.0,Games,iOS
Tree World™,4.5,142817,0.0,Games,iOS
State Farm®,4.5,142540,0.0,Finance,iOS
DocuSign - Upload & Sign Docs,5.0,142522,0.0,Productivity,iOS
Angry Birds Match 3,4.5,142403,0.0,Games,iOS
Split Pic Collage Maker Layout,4.5,142261,0.0,Photo & Video,iOS
Pimple Popper Lite,2.5,142189,0.0,Games,iOS
Genies & Gems: Puzzle & Quests,4.5,141883,0.0,Games,iOS
Peak - Brain Training,4.5,141737,0.0,Education,iOS
Trivia Crack (No Ads),4.5,141613,1.99,Games,iOS
Houseparty,4.5,141153,0.0,Social Networking,iOS
Rules of Survival,4.5,140422,0.0,Games,iOS
Wells Fargo for iPad,4.5,140365,0.0,Finance,iOS
Phonto - Text on Photos,5.0,140156,0.0,Photo & Video,iOS
Angry Birds Transformers,4.5,139622,0.0,Games,iOS
Icing on the Cake,4.5,138055,0.0,Games,iOS
Overkill,4.5,137967,0.0,Games,iOS
Covet Fashion,4.5,137765,0.0,Games,iOS
Fire Emblem Heroes,5.0,137639,0.0,Games,iOS
FOX Sports Super 6,5.0,136884,0.0,Sports,iOS
Pokémon Masters,4.5,136766,0.0,Games,iOS
Harry Potter: Wizards Unite,4.5,136331,0.0,Games,iOS
SongPop 1,4.5,136172,0.0,Games,iOS
Coin Dozer,4.0,135994,0.0,Games,iOS
Gametime - Last Minute Tickets,4.5,135688,0.0,Entertainment,iOS
Kinetic Balls,3.0,135667,0.0,Games,iOS
Esurance Mobile,5.0,135498,0.0,Utilities,iOS
⋆Sudoku,4.5,134069,0.0,Games,iOS
Hungry Shark Evolution,4.5,134056,0.0,Games,iOS
Party.io,4.5,133447,0.0,Games,iOS
Where's My Water?,4.5,133071,1.99,Games,iOS
Sweatcoin - It Pays To Walk,4.5,131977,0.0,Health & Fitness,iOS
National Car Rental,4.5,131930,0.0,Travel,iOS
Restaurant Story,4.0,131884,0.0,Games,iOS
Google Slides,4.5,131878,0.0,Productivity,iOS
Shut Up Button,3.0,131773,0.0,Entertainment,iOS
June's Journey: Hidden Objects,4.5,131666,0.0,Games,iOS
HQ - Trivia & Words,4.0,131594,0.0,Games,iOS
Collect Cubes,4.5,131282,0.0,Games,iOS
"8,500+ Drink Recipes",3.5,131029,0.0,Food & Drink,iOS
Hill Climb Racing,4.5,130872,0.0,Games,iOS
DMV Genie Permit Practice Test,5.0,130761,0.0,Education,iOS
Tricky Test 2™: Genius Brain?,5.0,130539,0.0,Games,iOS
Creative Destruction,4.5,130256,0.0,Games,iOS
Browser and Documents Manager,4.5,130237,0.0,Utilities,iOS
Fiverr - Freelance Services,5.0,130214,0.0,Business,iOS
Perfect Slices,4.5,130175,0.0,Games,iOS
Arcade Hoops Basketball™ Free,3.5,130055,0.0,Games,iOS
TMZ,4.0,129857,0.0,Entertainment,iOS
Farm Story™,4.0,129708,0.0,Games,iOS
Spades+,4.5,129423,0.0,Games,iOS
Jewel Mania™,4.5,129193,0.0,Games,iOS
iFunny – hot memes and videos,3.5,129052,0.0,Entertainment,iOS
Solitaire Blast – Fairway Card,4.5,128937,0.0,Games,iOS
WordTrip - Word count puzzles,4.5,128741,0.0,Games,iOS
Terrarium: Garden Idle,5.0,128704,0.0,Games,iOS
DoubleDown Classic Slots,4.5,128698,0.0,Games,iOS
Google Arts & Culture,4.5,128597,0.0,Entertainment,iOS
Hangman (Unlimited),3.0,128349,0.0,Games,iOS
Gangstar Vegas,4.5,128201,0.0,Games,iOS
QuickBooks Accounting,4.5,127711,0.0,Business,iOS
Super Mario Run,3.0,127635,0.0,Games,iOS
Bakery Story,4.0,126889,0.0,Games,iOS
Mega Jump,4.0,126735,0.0,Games,iOS
Color Pop Effects Photo Editor,4.5,125840,0.0,Photo & Video,iOS
Huntington Mobile,5.0,125383,0.0,Finance,iOS
TD Bank (US),4.5,125314,0.0,Finance,iOS
Picker 3D,4.5,124715,0.0,Games,iOS
BTS WORLD,5.0,124540,0.0,Games,iOS
Bubble Mania™,4.5,124348,0.0,Games,iOS
NOOK,4.5,124298,0.0,Book,iOS
GSN Casino: Slot Machine Games,4.5,124267,0.0,Games,iOS
Mahjong Journey®,4.5,124029,0.0,Games,iOS
MARVEL Strike Force: Squad RPG,4.5,123776,0.0,Games,iOS
Crown Solitaire: Card Game,4.5,123685,0.0,Games,iOS
Battle Disc,4.5,123648,0.0,Games,iOS
LinkedIn: Network & Job Finder,4.0,123176,0.0,Social Networking,iOS
Guess My Age  Math Magic,3.0,122663,0.0,Education,iOS
Pilot!,4.5,122532,0.0,Games,iOS
Funny Pics,3.0,122494,0.0,Entertainment,iOS
Words with EZ Cheats,4.5,122213,0.0,Entertainment,iOS
Find Differences: Detective,5.0,122086,0.0,Games,iOS
E*TRADE: Invest. Trade. Save.,4.5,122042,0.0,Finance,iOS
Call of Duty: Black Ops Zombies,4.5,122032,6.99,Games,iOS
Mixer - Interactive Streaming,4.5,121637,0.0,Entertainment,iOS
Beat the Boss 2,4.5,121550,0.0,Games,iOS
Gummy Drop! – Match & Restore,4.5,121386,0.0,Games,iOS
MiniPiano,3.0,121339,0.0,Music,iOS
Stencil Art - Spray Masters,4.5,121296,0.0,Games,iOS
Terraria,4.5,121261,4.99,Games,iOS
Slice — The Pizza App,5.0,121017,0.0,Food & Drink,iOS
Scanner Pro: PDF Scanner App,5.0,120960,3.99,Business,iOS
Bitmoji,4.5,120891,0.0,Utilities,iOS
Injustice 2,4.5,120683,0.0,Games,iOS
Solitaire - Grand Harvest,5.0,120413,0.0,Games,iOS
Disney Magic Kingdoms,4.5,120325,0.0,Games,iOS
Tennis Clash：Game of Champions,5.0,120293,0.0,Games,iOS
Dancing Line - Music Game,4.5,120173,0.0,Games,iOS
Sky Roller,5.0,119959,0.0,Games,iOS
Dubsmash - Videos & Music,4.5,119298,0.0,Photo & Video,iOS
Mad Libs,3.0,119225,0.0,Entertainment,iOS
NASCAR MOBILE,4.5,119018,0.0,Sports,iOS
Celebrity Voice Changer - Face,4.0,118842,0.0,Entertainment,iOS
Bingo Party - Bingo Games,4.5,118833,0.0,Games,iOS
CPlus for Craigslist,4.5,118780,0.0,Shopping,iOS
Stupidness 2,4.0,117838,0.0,Games,iOS
Jackpot Party - Casino Slots,4.5,117672,0.0,Games,iOS
Darts,3.0,117571,0.0,Games,iOS
City Fighter vs Street Gang,5.0,117491,0.0,Games,iOS
FallDown!,3.5,117443,0.0,Games,iOS
PGA Championship,4.5,116987,0.0,Sports,iOS
Brain Test: Tricky Puzzles,5.0,116983,0.0,Games,iOS
Minesweeper Puzzle Bomb,4.0,116711,0.0,Games,iOS
Pigment - Adult Coloring Book,4.5,116612,0.0,Entertainment,iOS
Fluid,3.0,116184,0.0,Entertainment,iOS
Sky Burger,4.5,115949,0.0,Games,iOS
AMC Theatres: Movies & More,4.5,115622,0.0,Entertainment,iOS
Flippy Race,4.5,115458,0.0,Games,iOS
What does MY NAME MEAN?,2.5,115445,0.0,Entertainment,iOS
Big Big Baller,4.5,115442,0.0,Games,iOS
Despicable Bear - Top Games,4.5,115436,0.0,Games,iOS
Fun Run 3 - Multiplayer Games,4.5,115363,0.0,Games,iOS
Idle Supermarket Tycoon - Shop,4.5,115303,0.0,Games,iOS
Stickman Skater Free,4.0,115297,0.0,Games,iOS
Forge of Empires: Build a City,4.5,115172,0.0,Games,iOS
My Story: Choose Your Own Path,4.5,115125,0.0,Games,iOS
House Flip,4.5,114969,0.0,Games,iOS
Game of War - Fire Age,4.0,114951,0.0,Games,iOS
Blackbox,5.0,114751,0.0,Games,iOS
Solitaire Deluxe® 2,4.5,113968,0.0,Games,iOS
StickBo,3.0,113810,0.0,Games,iOS
"10,500+ Cool Facts",3.5,113580,0.0,Entertainment,iOS
New York Times Crossword,4.5,113517,0.0,Games,iOS
Air Wings®,4.5,113368,0.0,Games,iOS
K.J.V. Holy Bible,5.0,113077,0.0,Education,iOS
Hollywood Story,4.5,112906,0.0,Games,iOS
Earnin - Get paid today,4.5,112806,0.0,Finance,iOS
Toddler puzzle games for kids,4.5,112798,0.0,Education,iOS
Royal Caribbean International,4.5,112741,0.0,Travel,iOS
Brave Frontier,4.5,112739,0.0,Games,iOS
Ellen's Road to Riches Slots,5.0,111964,0.0,Games,iOS
Color Therapy Coloring Number,5.0,111747,0.0,Book,iOS
Roller Splat!,4.0,111740,0.0,Games,iOS
Google Pay,5.0,111345,0.0,Finance,iOS
Bank of the West Mobile App,5.0,111006,0.0,Finance,iOS
Godus,4.5,110968,0.0,Games,iOS
WordWhizzle Search,4.5,110609,0.0,Games,iOS
Slot Machines 777 - Slots Era,4.5,110511,0.0,Games,iOS
Prisma Photo Editor,4.5,110369,0.0,Photo & Video,iOS
Paint Pop 3D,4.5,110291,0.0,Games,iOS
8fit Workouts & Meal Planner,4.5,110115,0.0,Health & Fitness,iOS
Adobe Acrobat Reader for PDF,4.5,109971,0.0,Business,iOS
That's What She Said,2.5,109803,0.0,Entertainment,iOS
ONE PIECE TREASURE CRUISE,5.0,109562,0.0,Games,iOS
Monster High™ Beauty Shop,4.5,109395,0.0,Games,iOS
Touch the wall,4.5,109372,0.0,Games,iOS
Collage Maker ◇,4.5,108805,0.0,Photo & Video,iOS
My Bakery Empire,4.5,108744,0.0,Games,iOS
Cooking Dash™,4.5,108672,0.0,Games,iOS
i Fishing Lite,3.0,108546,0.0,Games,iOS
Vudu - Movies & TV,4.5,108254,0.0,Entertainment,iOS
SpanishDict Translator,4.5,108198,0.0,Education,iOS
Guess the Code!,2.5,108040,0.0,Games,iOS
Fart World,3.0,108001,0.0,Entertainment,iOS
Sunday Lawn,3.5,107961,0.99,Games,iOS
Mafia City: War of Underworld,5.0,107872,0.0,Games,iOS
Atom - Movie Tickets & Times,5.0,107692,0.0,Entertainment,iOS
Cerebral hemispheres: how do you use your brain?,3.0,107074,0.0,Lifestyle,iOS
Brigit: Get $250. When Needed.,5.0,106966,0.0,Finance,iOS
DHgate-Online Wholesale Stores,4.5,106835,0.0,Shopping,iOS
DIY Fashion Star,4.5,106684,0.0,Games,iOS
NBC Sports,3.5,106681,0.0,Sports,iOS
Line Color 3D,4.5,106658,0.0,Games,iOS
Bingo Bash HD - Bingo & Slots,4.5,106631,0.0,Games,iOS
Woody Block Puzzle  ®,5.0,106274,0.0,Games,iOS
"Emoji Face, Stickers: Zmoji Me",4.5,105635,0.0,Entertainment,iOS
Bubble Witch 3 Saga,4.5,105258,0.0,Games,iOS
Dosh: Find Cash Back Deals,4.5,105116,0.0,Shopping,iOS
Cashman Casino Las Vegas Slots,4.5,104851,0.0,Games,iOS
Golf Star™,4.5,104771,0.0,Games,iOS
Paychex Flex,5.0,104581,0.0,Business,iOS
Ruzzle,4.5,104508,0.0,Games,iOS
Dragon Mania Legends - Fantasy,4.5,104431,0.0,Games,iOS
Action Movie FX,4.5,104345,0.0,Entertainment,iOS
Better Font-s Cool Keyboard-s,4.5,104086,0.0,Utilities,iOS
Stupid Zombies,4.5,103907,0.0,Games,iOS
Postmates - Fleet,4.5,103696,0.0,Business,iOS
Disney Frozen Free Fall,4.5,103581,0.0,Games,iOS
HOOKED,4.5,103574,0.0,Entertainment,iOS
Sling TV: Stream Live TV now,4.5,103532,0.0,Entertainment,iOS
⋆FreeCell,4.5,103502,0.0,Games,iOS
Shadow Fight 3,4.5,103396,0.0,Games,iOS
Premier League - Official App,5.0,103369,0.0,Sports,iOS
UNO!™,4.5,103107,0.0,Games,iOS
Shake Shack,5.0,102841,0.0,Food & Drink,iOS
Autodesk SketchBook,5.0,102695,0.0,Entertainment,iOS
Logos Bible Study Tools,4.5,102632,0.0,Reference,iOS
NBC News: Breaking & US News,4.5,102389,0.0,News,iOS
Epicurious,4.0,102110,0.0,Food & Drink,iOS
What Would You Choose? Rather,4.5,102052,0.0,Games,iOS
Four in a Row.,3.5,101860,0.0,Games,iOS
Guava Juice: Tub Tapper,5.0,101680,0.0,Games,iOS
i Peel Good,4.5,101666,0.0,Games,iOS
Hidden City,4.0,101406,0.0,Games,iOS
Wedding Dash,4.0,101233,0.0,Games,iOS
Puzzledom,4.5,101012,0.0,Games,iOS
Typorama: Text on Photo Editor,5.0,100874,0.0,Photo & Video,iOS
Monster Pet Shop,4.5,100800,0.0,Games,iOS
Sniper Strike: Shooting Game,4.5,100757,0.0,Games,iOS
Fish Food Frenzy Fun,2.5,100449,1.99,Games,iOS
Casino Games - Infinity Slots,4.5,100288,0.0,Games,iOS
Dance Clash: Ballet vs Hip Hop,4.5,100158,0.0,Games,iOS
69 Positions - Sex Positions,3.5,100143,0.0,Entertainment,iOS
Piano Tiles 2™ - Piano Game,4.5,100135,0.0,Games,iOS
Color Fill 3D,4.5,100079,0.0,Games,iOS
Bible Verse Collect,4.5,99959,0.0,Games,iOS
Letter Soup,4.5,99757,0.0,Games,iOS
Dunk Hit,4.5,99734,0.0,Games,iOS
SeatGeek - Buy Event Tickets,5.0,99500,0.0,Entertainment,iOS
Bible Coloring Paint by Number,5.0,99447,0.0,Entertainment,iOS
Flick Home Run !,4.5,98940,0.99,Games,iOS
Gold Fish Casino Slots Games,4.5,98661,0.0,Games,iOS
Tiny Village,4.5,98146,0.0,Games,iOS
OverDrive: eBooks & audiobooks,4.5,98138,0.0,Book,iOS
Socratic by Google,5.0,97910,0.0,Education,iOS
DEAD TRIGGER 2 Zombie Shooter,4.5,97694,0.0,Games,iOS
Twisty Road!,4.5,97394,0.0,Games,iOS
NYT Cooking,5.0,97338,0.0,Food & Drink,iOS
Chipotle,4.0,97159,0.0,Food & Drink,iOS
Chime - Mobile Banking,4.5,97083,0.0,Finance,iOS
Rat On The Run,3.0,97066,1.99,Games,iOS
myTuner Radio - Live Stations,4.5,97004,0.0,Music,iOS
HotSchedules,4.5,96820,2.99,Business,iOS
Restaurant DASH: Gordon Ramsay,4.5,96732,0.0,Games,iOS
iScanner: PDF Document Scanner,5.0,96722,14.99,Business,iOS
Road Riot Combat Racing,4.5,96242,0.0,Games,iOS
Splashy!,4.5,96072,0.0,Games,iOS
Deer Hunter 2018,4.5,96068,0.0,Games,iOS
Catcha Mouse,3.5,95886,0.0,Games,iOS
Mood Phone,2.0,95659,0.0,Entertainment,iOS
Sausage Flip,4.5,95548,0.0,Games,iOS
Solitaire TriPeaks Card Game,4.5,95477,0.0,Games,iOS
TowerMadness Zero,4.0,95475,0.0,Games,iOS
Cut the Rope,5.0,95245,0.0,Games,iOS
Angry Birds Dream Blast,4.5,94875,0.0,Games,iOS
Camera360-Selfie Photo Editor,4.5,94396,0.0,Photo & Video,iOS
LiveXLive,3.5,94228,0.0,Music,iOS
Mini Golf King - Multiplayer,4.5,94114,0.0,Games,iOS
BeyondMenu Food Delivery,5.0,94038,0.0,Food & Drink,iOS
Tank Stars,4.5,94023,0.0,Games,iOS
Siege Hero,5.0,93767,0.0,Games,iOS
StockX - Buy & Sell Authentic,4.5,93635,0.0,Shopping,iOS
Fish Tycoon Lite,3.0,93612,0.0,Games,iOS
Math Learner: Learning Games,4.5,93445,0.0,Education,iOS
Bikes Hill,4.5,93370,0.0,Games,iOS
Office Jerk,4.0,93370,0.0,Games,iOS
Bingo Showdown – Wild West,4.5,93247,0.0,Games,iOS
Spades *,4.5,93232,0.0,Games,iOS
Boxed In,3.5,93163,0.99,Games,iOS
Mathway,5.0,93041,0.0,Education,iOS
Castle Crush: Epic Card Games,5.0,92960,0.0,Games,iOS
Plumber Crack,4.5,91963,0.0,Games,iOS
Tracker Network for Fortnite,4.5,91866,0.0,Entertainment,iOS
Virtual Pool Lite,2.5,91809,1.99,Games,iOS
Lyft Driver,4.5,91807,0.0,Business,iOS
Ringtones for iPhone!,4.5,91753,0.0,Music,iOS
Caesars® Slot Machines Games,4.5,91654,0.0,Games,iOS
Hill Climb Racing 2,4.5,91517,0.0,Games,iOS
Stealth Tone,2.5,91470,0.0,Utilities,iOS
Flight Pilot Simulator 3D!,4.5,91443,0.0,Games,iOS
Puzzle Fuzzle,4.5,91287,0.0,Games,iOS
Dayforce,4.5,91267,0.0,Business,iOS
TickPick: No Fee Tickets,5.0,91202,0.0,Entertainment,iOS
Bejeweled Classic HD,4.5,91129,0.0,Games,iOS
GamePigeon,4.0,91127,0.0,Games,iOS
Snoopy Pop+ Bubble Blast Time,5.0,91075,0.0,Games,iOS
Tap Titans,4.5,91029,0.0,Games,iOS
Yu-Gi-Oh! Duel Links,5.0,91007,0.0,Games,iOS
DEAD TRIGGER: Survival Shooter,4.5,90975,0.0,Games,iOS
World of Tanks Blitz MMO,4.5,90777,0.0,Games,iOS
Barbie Magical Fashion,4.5,90671,0.0,Entertainment,iOS
Flying Arrow!,4.5,90517,0.0,Games,iOS
Pocket Tanks,4.0,90452,0.0,Games,iOS
Soap Cutting,4.5,90425,0.0,Games,iOS
Naval Warfare,5.0,90213,0.0,Games,iOS
My Cafe — Restaurant game,4.5,90177,0.0,Games,iOS
Tubi - Watch Movies & TV Shows,4.5,90154,0.0,Entertainment,iOS
Fingerzilla,3.0,90132,1.99,Games,iOS
JOOX Music,4.5,89932,0.0,Music,iOS
Daddy Long Legs,4.5,89829,0.0,Games,iOS
Heads Up!,5.0,89744,0.99,Games,iOS
Groovepad - Music & Beat Maker,5.0,89374,0.0,Music,iOS
AppTrailers,4.0,89322,0.0,Games,iOS
Bubble Shooter - Pop Bubbles,4.5,89209,0.0,Games,iOS
Majong Games,4.5,89170,0.0,Games,iOS
Live Nation – For Concert Fans,4.5,88946,0.0,Music,iOS
Paint.ly - Color by Number Art,4.5,88810,0.0,Games,iOS
Rolling Sky,4.5,88556,0.0,Games,iOS
Bubble Witch 2 Saga,4.5,88502,0.0,Games,iOS
Cool Fonts,4.5,88459,0.0,Utilities,iOS
mood finger scan,3.0,88442,0.0,Entertainment,iOS
Guess the Color - Logo Games,4.5,88259,0.0,Games,iOS
Idle Theme Park - Tycoon Game,4.5,88032,0.0,Games,iOS
HomeAway Vrbo Owner,4.5,87628,0.0,Travel,iOS
Shanghai Mahjong Lite,3.0,87470,0.0,Games,iOS
Cash Frenzy - Slots Casino,4.5,87017,0.0,Games,iOS
Stocks Tracker:Real-time stock,4.5,86954,0.0,Finance,iOS
Criminal Case,4.5,86931,0.0,Games,iOS
Word Search - Crossword Game,4.5,86598,0.0,Games,iOS
Origame,4.5,86563,0.0,Games,iOS
Dominos,4.5,86558,0.0,Games,iOS
Hangman・,3.0,86516,0.0,Games,iOS
Crossword – World's Biggest,4.5,86295,0.0,Games,iOS
Plants vs. Zombies™ Heroes,4.5,86201,0.0,Games,iOS
War Machines: Tank Army Games,5.0,86102,0.0,Games,iOS
Bee Factory!,5.0,86035,0.0,Games,iOS
What's the Word HD,5.0,85997,0.0,Games,iOS
Deer Hunter Reloaded,4.5,85971,0.0,Games,iOS
Fruit Pop!,4.5,85829,0.0,Games,iOS
Gin Rummy Best Card Game,4.5,85668,0.0,Games,iOS
Brain Out,4.5,85563,0.0,Games,iOS
Wendy’s,4.5,85432,0.0,Food & Drink,iOS
Crossword Jam: Fun Brain Game,5.0,85410,0.0,Games,iOS
Arvest Go Mobile Banking,5.0,85331,0.0,Finance,iOS
Candy Blast Mania,4.5,85096,0.0,Games,iOS
Dominos - Best Dominoes Game,4.5,85066,0.0,Games,iOS
Solitaire – Classic Klondike,4.5,85054,0.0,Games,iOS
Tango - Live Video Broadcasts,4.5,84965,0.0,Social Networking,iOS
DISH Anywhere,4.0,84801,0.0,Entertainment,iOS
2XL Supercross Lite,3.5,84662,0.0,Games,iOS
Head Ball 2,4.5,84625,0.0,Games,iOS
Paint by Number: Color Games,5.0,84552,0.0,Entertainment,iOS
PBA® Bowling Challenge,4.5,84476,0.0,Games,iOS
Live Wallpaper 4K,4.5,84156,0.0,Lifestyle,iOS
thinkorswim: Buy. Sell. Trade.,4.5,84114,0.0,Finance,iOS
Over: Design/Flyer/Story Maker,5.0,83910,0.0,Photo & Video,iOS
Talking Tom Pool - Puzzle Game,4.5,83816,0.0,Games,iOS
WhatsApp Business,5.0,83771,0.0,Business,iOS
Manic Marble Free,2.5,83661,0.0,Games,iOS
CA Lottery Official App,5.0,83648,0.0,Entertainment,iOS
3 Point Hoops® Basketball Free,2.5,83634,0.0,Games,iOS
Choice Hotels,4.5,83601,0.0,Travel,iOS
Bloomberg: Business News,4.0,83544,0.0,News,iOS
QuizUp®,4.5,83225,0.0,Games,iOS
Email - Edison Mail,4.5,83200,0.0,Productivity,iOS
Live Wallpapers for Me,4.5,83154,0.0,Entertainment,iOS
Yummly Recipes + Shopping List,5.0,83139,0.0,Food & Drink,iOS
Call of Duty: World at War Companion,3.0,83058,0.0,Utilities,iOS
Box — Cloud Content Management,4.5,82953,0.0,Business,iOS
FarmVille 2: Tropic Escape,4.5,82863,0.0,Games,iOS
Pearl’s Peril: Hidden Objects,4.5,82799,0.0,Games,iOS
Tornado.io!,5.0,82652,0.0,Games,iOS
Ghost Sniper : Zombie,4.5,82642,0.99,Games,iOS
Spades Royale - Live Card Game,5.0,82483,0.0,Games,iOS
Mematic - The Meme Maker,4.5,82272,0.0,Entertainment,iOS
Fashion Story™,4.0,82241,0.0,Games,iOS
Stack,4.5,82167,0.0,Games,iOS
Donatos,5.0,82120,0.0,Food & Drink,iOS
Wunderlist: To-Do List & Tasks,4.5,82031,0.0,Productivity,iOS
Burglar Alarm... FREE!,2.5,81543,0.0,Entertainment,iOS
Ice Age Village,4.5,80967,0.0,Games,iOS
Runway Free,3.0,80732,0.0,Games,iOS
Snaker.io !,4.5,80367,0.0,Games,iOS
Nyan Cat: Lost In Space,4.5,80349,0.0,Games,iOS
Cisco Webex Meetings,4.0,80276,0.0,Business,iOS
CamCard -Business Card Scanner,4.5,80247,0.0,Business,iOS
Zombieville USA 2,4.5,80049,0.99,Games,iOS
MemoryBlock,3.0,79967,0.0,Games,iOS
Daily Horoscope Plus® 2019,4.5,79884,0.0,Lifestyle,iOS
Talking Tom Cat 2,4.5,79872,0.0,Entertainment,iOS
Perfect Hit . . .,4.5,79786,0.0,Games,iOS
Test of Life: expectancy to live calculator in habits and genetics,3.0,79716,0.0,Entertainment,iOS
Egg!,4.5,79230,0.0,Games,iOS
"Good Pizza, Great Pizza",4.5,78958,0.0,Games,iOS
Learn Spanish 24/7 FREE Language Learning,3.0,78955,0.0,Education,iOS
Draw Car 3D,4.5,78703,0.0,Games,iOS
Edit Lab Picture Photo Editing,4.5,78607,0.0,Photo & Video,iOS
Newton's Cradle Classic Megamind Edition,3.0,78589,0.0,Entertainment,iOS
DRAGON BALL Z DOKKAN BATTLE,4.5,78230,0.0,Games,iOS
Showtime Anytime,4.5,78223,0.0,Entertainment,iOS
Lily’s Garden: Design & Relax,5.0,78186,0.0,Games,iOS
Darkness Rises: Adventure RPG,5.0,78059,0.0,Games,iOS
Pogo Games,4.0,77999,0.0,Games,iOS
Unicorn Chef Fun Cooking Games,4.5,77987,0.0,Games,iOS
Offroad Legends Sahara,4.5,77859,0.0,Games,iOS
PicPlayPost Movie Video Editor,4.5,77837,0.0,Photo & Video,iOS
Drag n Merge,4.5,77682,0.0,Games,iOS
FOX Sports: Watch Live,3.0,77650,0.0,Sports,iOS
Scanner Radio: Police & Fire,4.5,77552,0.0,News,iOS
Wallpapers & Themes for Me,4.5,77423,0.0,Entertainment,iOS
Pixel Sword Fish io,4.5,77393,0.0,Games,iOS
Jigsaw Puzzles Epic,4.5,77389,0.0,Games,iOS
Shadowgun Legends,5.0,77372,0.0,Games,iOS
Gin Rummy,4.5,77292,0.0,Games,iOS
Drive Ahead!,4.5,77056,0.0,Games,iOS
Beat Maker Go - Make Music,4.5,76986,0.0,Music,iOS
Photo Lab: Picture Editor App,4.5,76908,0.0,Photo & Video,iOS
Bingo Bash: Live Bingo & Slots,4.5,76823,0.0,Games,iOS
Logos Quiz - Guess the logos!,4.5,76655,0.0,Games,iOS
Freeform TV,4.0,76629,0.0,Entertainment,iOS
CSR Classics,4.5,76575,0.0,Games,iOS
Hit Tennis 2,2.5,76575,0.0,Games,iOS
Songkick Concerts,5.0,76518,0.0,Music,iOS
TD Ameritrade: Mobile Trader,4.5,76203,0.0,Finance,iOS
Infinite Word Search Puzzles,4.5,76080,0.0,Games,iOS
Chapters: Interactive Stories,4.5,76036,0.0,Games,iOS
Operate Now: Hospital,4.5,76015,0.0,Games,iOS
BigOven Recipes & Meal Planner,3.0,76003,0.0,Food & Drink,iOS
Clockmaker.,4.5,75767,0.0,Games,iOS
HD Wallpapers for Fortnite,4.5,75719,0.0,Lifestyle,iOS
Avakin Life – 3D Virtual World,4.5,75677,0.0,Games,iOS
Bubble Witch Saga,4.0,75670,0.0,Games,iOS
Cartoon Wars: Gunner Lite,4.0,75636,0.0,Games,iOS
Expensify: Receipts & Expenses,4.5,75570,0.0,Business,iOS
Let Me Out - Addictive Puzzle,4.5,75343,0.0,Games,iOS
Bejeweled Stars,4.5,75343,0.0,Games,iOS
MY LITTLE PONY: MAGIC PRINCESS,4.5,75337,0.0,Games,iOS
"FXNOW: Movies, Shows & Live TV",4.5,75322,0.0,Entertainment,iOS
Glow Draw!,3.0,75303,0.0,Entertainment,iOS
Trigger Fist,4.5,75129,0.0,Games,iOS
Lost Island: Blast Adventure,4.5,74861,0.0,Games,iOS
FreeCell ▻ Solitaire,4.5,74822,0.0,Games,iOS
